id,fullname,username,password,role_id,is_admin,is_supervisor,is_leadership,is_military,job_id,unit_id,session_id,preferredTheme,file_id
94,Mrs. Debra Farrell,Annabelle_Kiehn90,$2a$10$eyTVN/OgzwNg3aHQ0BUqgeZMQx9IxWvGmFscy/M8REPZHArct2VZO,3,true,true,false,true,5,14,dfa4c56f-b06e-4a54-9f88-c9160740f2d7,dark,b6d5244b-5eb2-47b3-b6af-7cc7498d93dd
95,Matt Miller,Bell_Predovic,$2a$10$.zhIuvFfFSEfaj4VUGzxb.j3QEoX2fTJJZO1VDLfaNgps6X3LM8TG,2,true,true,false,true,4,1,2be54b66-a27a-4611-b5f8-6bc804ee5a61,light,9ba7480f-dd0f-442c-88a4-88a60414cda9
96,Steve Hoppe MD,Tiana72,$2a$10$iaTEyjdqDS9RKhzZhExJnulytaKMw/JuRRlfcj0owPA9Mc8mIJXqe,3,false,false,false,true,3,7,d169c645-8e03-4ac5-abe8-fb5d5aad5fd9,dark,c220ad1e-b872-4ec9-9b7d-3277f803100b
97,Susan Wiza,Reagan_Hauck,$2a$10$1.ueHBO7XibeLl1TVPB1ieQjxba4erPLPBgUM7o26I7tu41LtMBhK,3,false,true,false,false,3,3,7011ad8b-95bc-4899-8261-cb0730e63ae0,light,78e3d6cb-743a-469f-a59e-bade73b4b43b
98,Randolph Jenkins,Dovie_Lowe64,$2a$10$ZdoctbwijK1r3eZQCl7DrOYNSUlnl6.PzQCKVNKiYOKapZJOAeLKm,2,true,false,true,false,5,11,26d6a7a4-752e-4355-8c67-186fbdd29bc2,light,70525175-33f3-43d2-b860-b541e6c196b0
99,Ramiro Feil,Vivianne2,$2a$10$pz6lSWkL6QsKzjJtfqp6A.15atLCT8J4FiIYSGHUYsQ1Jc6QMKZga,3,false,true,false,true,1,12,f0e2c4e8-994c-4df3-aabc-1c93d6120f09,dark,1810393b-1c8c-49ab-8b5e-7a386e521603
100,Faith Padberg,Milan_Hessel44,$2a$10$BIZT3RX.hF5l5ValpPHnneJNSHwA.Tmx2kvrqF8N6nJk4yb735Rou,1,true,false,true,true,1,3,bf301e7a-ff7e-473a-af0a-5c5a232474d1,dark,5ba7cb1f-6f8a-4c6c-8df6-1c80adc87cbc
101,Luz Rowe,Dayton.Parker51,$2a$10$FfWEfkPZZCCebsmyjWvhlOWlnrbUWFF1jStimG6p5Xuhjob6aC966,3,false,true,false,false,1,13,39ad54c5-a0e8-48c3-8cde-13e41d984406,dark,f1121c3d-9b4d-47b5-a77c-62423d466cec
102,Lonnie Harvey DDS,Casandra.Macejkovic45,$2a$10$4va2g3Il4dlKXgPWj3sKbORvVlRohtnTjOMw.nHRg9Yv66HjGtmOK,3,false,false,true,true,2,8,f857475a-0eed-4837-8297-c80930b20f06,light,6719d255-1ca8-4108-bc6d-4ffdcadea180
103,Julia Johns,Riley_Schumm,$2a$10$biiKG1yiT/Ap8PjNeFLFCupKWtmZ77gC7lNX7xNUKO7ncSX6tRajG,1,false,true,true,true,5,11,26e7a866-503f-4f09-99dc-7c9b9a103cda,dark,cd74a933-e9a7-42a0-bc5f-14c8813339ef
